,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
170,"Gee, Baby, Ain't I Good To You?",The Complete Ella And Louis On Verve,Ella Fitzgerald,1997-05-20,255040,26,0.824,0.64,0.153,0.0,0.0965,-15.41,0.0532,85.432,4
171,Since I Fell for You - Remastered,Bonnie Raitt (Remastered Version),Bonnie Raitt,1971,186200,33,0.838,0.385,0.362,0.000517,0.208,-11.016,0.0298,95.462,3
172,Embraceable You,"The Complete Dinah Washington On Mercury, Vol.1 (1946 - 1949)",Dinah Washington,1987-09-05,177200,2,0.913,0.39,0.193,7.18e-05,0.0896,-9.399,0.0316,74.566,4
173,I Get A Kick Out Of You,Ella Fitzgerald Sings The Cole Porter Song Book,Ella Fitzgerald,1956-01-01,241613,49,0.877,0.466,0.0456,0.0,0.129,-20.84,0.0416,130.752,4
174,Lullaby Of Birdland,Lullabies Of Birdland,Ella Fitzgerald,1954-01-01,171000,20,0.916,0.528,0.382,0.0,0.231,-5.963,0.0327,110.736,4
175,Lullaby Of Birdland,Vocal Jazz Hits,Various Artists,2020-09-18,240693,3,0.805,0.578,0.347,0.0,0.107,-12.422,0.1,122.928,4
176,Feeling Good,I Put A Spell On You,Nina Simone,1965-06,174000,0,0.864,0.399,0.326,0.0,0.191,-9.239,0.0386,79.206,4
177,You´d be so nice to come home to,Cole Porter: The Very Best,Various Artists,2007,259784,0,0.865,0.653,0.175,0.0189,0.19,-14.528,0.0349,129.707,4
178,Blue Skies,Blue Skies,Dinah Washington,2012-09-28,655011,0,0.45,0.682,0.418,0.00189,0.221,-7.549,0.0457,124.667,4
179,Cry Me a River,At Last - The Best Of,Etta James,2011-02-04,301693,16,0.767,0.404,0.219,0.0256,0.137,-13.586,0.0344,186.985,3
180,Lullaby of Birdland,"All that Jazz, Vol.4 – Ella Fitzgerald: ""That's My Favorite Song""",Ella Fitzgerald,2014-04-01,168944,6,0.979,0.525,0.193,0.000139,0.154,-12.618,0.0402,111.028,4
181,Teach Me Tonight,Jazz Divas Collection,Dinah Washington,2005-01-01,163893,0,0.84,0.58,0.232,0.0,0.503,-11.364,0.069,72.772,4
182,Someone to Watch Over Me,My Gentleman Friend (Original Album Plus Bonus Tracks 1959),Blossom Dearie,2014-05-09,358296,0,0.988,0.435,0.0657,0.000463,0.149,-18.025,0.0453,80.367,3
183,Twisted,King Pleasure Sings / Annie Ross Sings,King Pleasure,1987,158360,0,0.8,0.629,0.486,0.0,0.101,-11.631,0.057,82.509,4
184,Dedicated To You,Ella Fitzgerald: The Voice Of Jazz,Ella Fitzgerald,2013-01-01,195933,0,0.99,0.759,0.0409,1.69e-05,0.0755,-13.501,0.0518,106.416,4
185,Fly Me to the Moon,The Collection,Astrud Gilberto,2014-04-02,142000,0,0.468,0.579,0.313,0.00581,0.084,-13.696,0.0301,132.996,4
186,Willow Weep for Me - 2004 Remaster,Triple Best Of,Nina Simone,2010-10-29,194186,8,0.701,0.352,0.33,0.0,0.335,-11.688,0.0383,109.245,4
187,Strange Fruit,Extraordinary,Billie Holiday,2012-07-20,184173,0,0.974,0.453,0.109,3.47e-06,0.072,-11.08,0.0431,112.941,5
188,A-tisket A-tasket,Jazz Infusion - Mildred Bailey,Mildred Bailey,2013-11-01,184253,0,0.862,0.653,0.301,0.000142,0.263,-12.435,0.394,180.33,4
189,All of Me,Billie Holiday Love Songs,Billie Holiday,1996-01-30,181826,47,0.978,0.507,0.0677,2.74e-05,0.132,-13.766,0.0406,105.393,5
190,Easy Living,Billie Holiday: Verve Ultimate Cool,Billie Holiday,2013-01-01,192933,12,0.983,0.443,0.0559,5.09e-05,0.0802,-17.374,0.0498,74.359,4
191,Don’t Explain,Crying,Dinah Washington,2013-12-06,150651,0,0.715,0.294,0.234,0.00285,0.147,-14.343,0.0435,99.981,5
192,They Can’t Take That Away from Me,Louis Armstrong & Friends,Various Artists,2007-09-11,278466,0,0.862,0.509,0.324,0.0,0.111,-11.779,0.0849,105.994,4
193,Speak Low,In Person,Billie Holiday,2014-03-26,265933,0,0.896,0.616,0.266,0.00105,0.103,-13.477,0.0524,116.696,4
194,Lousiana Fairy Tale,Joan Chamorro Presenta Andrea Motis,Joan Chamorro,2010-09-13,223333,34,0.942,0.664,0.218,4.12e-05,0.0911,-10.481,0.0418,110.661,4
195,Blue Moon,Solitude,Billie Holiday,1956-01-01,207826,68,0.982,0.639,0.269,0.12,0.141,-11.435,0.0698,124.866,4
196,If You Can't Sing It You'll Have To Swing It (Mr Paganini),Dear Ella (Reissue),Dee Dee Bridgewater,1997-01-01,393960,4,0.789,0.49,0.34,0.0,0.114,-8.387,0.06,135.321,4
197,Solitude,Magic (Remastered Version),Ella Fitzgerald,2013-11-08,129333,0,0.976,0.368,0.0337,0.000118,0.101,-20.473,0.0357,113.671,4
198,Body And Soul,The Complete Billie Holiday,Billie Holiday,2009-06-30,180946,0,0.992,0.537,0.145,7.82e-06,0.149,-12.916,0.0453,81.888,4
199,Beale Street Mama,"The Complete Recordings, Vol. 1",Bessie Smith,1991-04-08,214573,9,0.996,0.503,0.0956,0.00105,0.284,-15.161,0.0475,101.949,4
200,Gulf Coast Blues,"The Complete Recordings, Vol. 1",Bessie Smith,1991-04-08,184200,16,0.996,0.601,0.0796,0.0883,0.282,-16.68,0.0421,93.374,4
201,Aggravatin' Papa,"The Complete Recordings, Vol. 1",Bessie Smith,1991-04-08,196426,4,0.996,0.597,0.185,0.00276,0.227,-14.113,0.0612,108.081,4
202,Lady Luck Blues,"The Complete Recordings, Vol. 1",Bessie Smith,1991-04-08,186626,4,0.996,0.55,0.0468,4.5e-05,0.106,-16.242,0.0422,74.677,4
203,It's A Lovely Day Today,Ella Fitzgerald Sings The Irving Berlin Song Book,Ella Fitzgerald,1958-01-01,148266,56,0.84,0.573,0.275,0.0,0.196,-10.684,0.0534,140.9,4
204,Sunshine of Your Love,Sunshine of Your Love,Ella Fitzgerald,2014-01-31,197973,39,0.163,0.51,0.457,6.27e-05,0.366,-8.056,0.0466,109.327,4
205,Love Me or Leave Me - 2013 Remastered Version,Little Girl Blue (2013 Remastered Version),Nina Simone,1958-06-24,201390,44,0.817,0.462,0.343,0.0,0.0876,-13.367,0.119,175.977,4
206,My Baby Just Cares for Me - 2013 Remastered Version,Little Girl Blue (2013 Remastered Version),Nina Simone,1958-06-24,215746,69,0.829,0.746,0.243,1.02e-06,0.0905,-15.134,0.123,118.578,4
207,Mood Indigo - 2013 Remastered Version,Little Girl Blue (2013 Remastered Version),Nina Simone,1958-06-24,240610,36,0.666,0.659,0.364,1.52e-05,0.139,-13.356,0.0405,102.946,4
208,Someone To Watch Over Me,Ella Sings Gershwin,Ella Fitzgerald,1950-09-11,196666,55,0.99,0.354,0.0851,4.49e-06,0.123,-13.738,0.0345,97.684,1
209,My One And Only,Ella Sings Gershwin,Ella Fitzgerald,1950-09-11,196960,23,0.984,0.635,0.0984,0.0,0.0971,-12.335,0.0509,117.812,4
210,Looking For A Boy,Ella Sings Gershwin,Ella Fitzgerald,1950-09-11,189600,22,0.986,0.424,0.109,0.0,0.105,-12.266,0.0427,179.219,5
211,I've Got A Crush On You,Ella Sings Gershwin,Ella Fitzgerald,1950-09-11,196440,54,0.986,0.455,0.106,0.0,0.122,-14.086,0.0422,66.807,4
212,You Can Have Him,Ella Fitzgerald Sings The Irving Berlin Song Book,Ella Fitzgerald,1958-01-01,226613,29,0.845,0.613,0.174,0.0,0.0642,-14.402,0.0918,122.167,4
213,Cheek To Cheek,Ella Fitzgerald Sings The Irving Berlin Song Book,Ella Fitzgerald,1958-01-01,228066,36,0.766,0.632,0.202,0.0,0.146,-13.068,0.0587,134.298,3
214,You Let My Love Grow Cold - Single Version,"The Complete Dinah Washington On Mercury, Vol. 3 (1952-1954)",Dinah Washington,1988-01-01,178160,2,0.954,0.493,0.226,0.0115,0.0601,-11.034,0.0337,90.509,4
215,Fat Daddy,"The Complete Dinah Washington On Mercury, Vol. 3 (1952-1954)",Dinah Washington,1988-01-01,148826,2,0.945,0.638,0.391,0.0,0.0762,-10.013,0.218,155.308,4
216,Go Pretty Daddy,"The Complete Dinah Washington On Mercury, Vol. 3 (1952-1954)",Dinah Washington,1988-01-01,145666,1,0.836,0.626,0.345,0.0,0.234,-10.259,0.171,94.055,4
217,Someone To Watch Over Me,Someone To Watch Over Me,Ella Fitzgerald,2017-09-29,205800,34,0.955,0.278,0.155,6.89e-06,0.112,-13.45,0.0328,130.334,5
218,I Get A Kick Out Of You,Someone To Watch Over Me,Ella Fitzgerald,2017-09-29,255480,25,0.748,0.323,0.259,0.0,0.279,-12.67,0.0322,131.778,4
219,These Foolish Things (Remind Me Of You),Someone To Watch Over Me,Ella Fitzgerald,2017-09-29,266173,24,0.901,0.199,0.19,1.77e-05,0.109,-13.692,0.0298,83.326,3
220,Let's Call The Whole Thing Off,Someone To Watch Over Me,Ella Fitzgerald,2017-09-29,262200,22,0.513,0.463,0.429,0.0,0.174,-11.55,0.0584,122.275,4
221,Moodi's Mood for Love,Live at Jamboree - Barcelona,Andrea Motis,2013-11-26,347333,23,0.949,0.531,0.39,0.000336,0.788,-8.424,0.0787,91.32,3
222,Moody's Mood For Love / Teo Licks,Frank,Amy Winehouse,2003,208933,46,0.0559,0.511,0.591,6.62e-06,0.135,-7.594,0.245,151.845,4
223,Someone To Watch Over Me - Demo,Frank,Amy Winehouse,2003,268306,45,0.842,0.514,0.254,6.48e-05,0.118,-11.879,0.0361,109.53,4
224,What It Is - Demo,Frank,Amy Winehouse,2003,283466,40,0.74,0.597,0.194,0.0,0.119,-9.035,0.0487,139.576,4
225,I Heard Love Is Blind,Frank,Amy Winehouse,2003,130080,46,0.742,0.594,0.309,0.0,0.117,-9.809,0.0454,75.958,4
226,I Heard Love Is Blind - Live,Frank,Amy Winehouse,2003,147466,35,0.24,0.708,0.403,0.0,0.972,-9.266,0.0767,73.847,4
227,"(There Is) No Greater Love - Live, Janice Long Session, Miami/2008",Frank,Amy Winehouse,2003,156826,34,0.769,0.455,0.26,6.61e-05,0.972,-10.172,0.0525,141.924,4
228,L.O.V.E,Joan Chamorro Presenta Andrea Motis,Joan Chamorro,2010-09-13,162240,39,0.964,0.612,0.319,0.0186,0.0906,-9.162,0.104,207.881,4
229,Smile,Joan Chamorro Presenta Andrea Motis,Joan Chamorro,2010-09-13,268640,24,0.972,0.526,0.0793,0.000263,0.109,-13.472,0.0404,125.516,4
230,You'd Be So Nice To Come Home To,Emotional Dance,Andrea Motis,2017-02-17,263160,20,0.877,0.589,0.36,0.0399,0.131,-8.817,0.0656,92.032,4
231,I Hear Music,Ella & Oscar,Ella Fitzgerald,1976-01-01,308666,43,0.907,0.675,0.257,0.000104,0.108,-13.846,0.0699,80.334,4
232,Don't Play That Song,Spirit in the Dark,Aretha Franklin,1970-08-24,182040,49,0.563,0.513,0.537,1.43e-06,0.212,-9.563,0.042,108.475,4
233,All Of Me,Ella Swings Gently With Nelson,Ella Fitzgerald,1962-01-21,202226,36,0.813,0.551,0.49,0.0,0.0832,-7.713,0.0613,74.031,4
234,My Funny Valentine,Ella Fitzgerald Sings The Rodgers And Hart Song Book,Ella Fitzgerald,1956-01-01,235200,54,0.942,0.188,0.192,9.53e-06,0.166,-14.204,0.0339,86.169,4
235,My Funny Valentine,Time After Time,Etta James,1995,346866,35,0.965,0.359,0.0681,0.00154,0.109,-14.629,0.0338,76.098,4
236,Beautiful Love,Anita,Anita O'Day,1955-01-01,160853,41,0.912,0.647,0.175,1.77e-06,0.0822,-17.677,0.0395,82.635,3
237,Satin Doll,Ella Fitzgerald Sings The Duke Ellington Song Book,Ella Fitzgerald,1957-01-01,209160,34,0.917,0.595,0.0937,0.0,0.0999,-15.269,0.0391,98.918,4
238,Summertime,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),Billie Holiday,1933,173493,52,0.903,0.628,0.226,5.66e-06,0.171,-14.075,0.0371,99.392,4
239,Summertime,Porgy And Bess,Louis Armstrong,1958-01-01,298133,66,0.916,0.172,0.0696,0.00199,0.137,-21.295,0.0339,167.974,5
240,I'll Build A Stairway To Paradise,Sarah Vaughan Sings George Gershwin,Sarah Vaughan,1957-01-01,164778,8,0.827,0.536,0.418,0.0,0.46,-8.274,0.0339,94.742,4
241,What a Little Moonlight Can Do,"Milestones of Jazz Legends - Oscar Peterson & The Greatest Singers, Vol. 8",Oscar Peterson,2019-08-02,192240,15,0.707,0.561,0.456,0.0,0.381,-13.358,0.0717,134.643,4
242,What a Little Moonlight Can Do,Jazzing 6 Vol. 1,Sant Andreu Jazz Band,2016-05-16,152706,5,0.91,0.614,0.435,0.00246,0.0822,-8.101,0.0391,81.714,4
243,Águas De Março,Jazzing 6 Vol. 1,Sant Andreu Jazz Band,2016-05-16,266386,26,0.86,0.583,0.602,7.33e-06,0.686,-7.164,0.0978,77.414,4
244,Stormy Weather - 2003 Remastered Version,Blue Moon,Billie Holiday,1952-03-26,222306,42,0.729,0.416,0.226,0.000392,0.122,-11.852,0.0465,179.435,3
245,Body And Soul,Body and Soul,Billie Holiday,1957-01-01,378400,45,0.809,0.435,0.0901,1.19e-05,0.101,-15.469,0.0582,178.85,3
246,I've Got You Under My Skin,Ella Fitzgerald Sings The Cole Porter Song Book,Ella Fitzgerald,1956-01-01,163333,34,0.675,0.626,0.1,0.0,0.0852,-14.999,0.0523,135.387,4
247,The Man I Love,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),Billie Holiday,1933,184440,46,0.965,0.485,0.177,7.37e-05,0.252,-14.282,0.0428,88.411,4
248,After You've Gone,The Complete Dinah Washington On Mercury Vol.5 (1956-1958),Dinah Washington,1991-07-01,218000,38,0.782,0.702,0.165,0.00025,0.111,-17.362,0.0482,70.12,4
249,Cheek To Cheek,All Or Nothing At All,Billie Holiday,1958-01-01,217506,33,0.809,0.582,0.351,0.0,0.133,-10.785,0.0755,144.87,4
250,Black Coffee - Single Version,Black Coffee,Peggy Lee,1956-01-01,186333,44,0.845,0.52,0.182,1.87e-06,0.266,-11.472,0.0423,130.331,4
251,Side by Side,Jazzing 6 Vol. 1,Sant Andreu Jazz Band,2016-05-16,169520,4,0.94,0.666,0.542,0.000608,0.699,-8.13,0.058,109.061,4
252,"Do Nothing Till You Hear From Me - Live On The Ed Sullivan Show, March 7, 1965","Do Nothing Till You Hear From Me (Live On The Ed Sullivan Show, March 7, 1965)",Ella Fitzgerald,2020-07-10,170970,19,0.941,0.285,0.367,0.0,0.652,-10.815,0.0365,86.926,4
253,Do Nothin' Till You Hear from Me,Jazzing 6 Vol. 1,Sant Andreu Jazz Band,2016-05-16,310267,5,0.932,0.492,0.302,1.55e-05,0.213,-8.3,0.0278,82.759,4
254,A Tisket A Tasket,"Love, Ella",Ella Fitzgerald,1957-01-01,157240,45,0.882,0.644,0.305,0.0,0.318,-12.244,0.169,164.182,4
255,The Lady Is A Tramp,"Love, Ella",Ella Fitzgerald,1957-01-01,201760,39,0.816,0.458,0.303,0.0,0.152,-12.238,0.0967,81.739,4
256,You'll Have To Swing It (Mr. Paganini) - Pt. 1 & 2,"Love, Ella",Ella Fitzgerald,1957-01-01,308173,28,0.83,0.469,0.138,0.0,0.279,-13.22,0.0587,74.16,4
257,Reaching For The Moon,"Love, Ella",Ella Fitzgerald,1957-01-01,135360,32,0.957,0.223,0.0594,0.000648,0.268,-20.51,0.043,98.521,1
258,Desafinado,Jukebox Ella: The Complete Verve Singles (Vol. 1),Ella Fitzgerald,2003-09-30,129919,25,0.801,0.429,0.552,0.0,0.258,-7.128,0.108,82.991,4
259,Can Anyone Explain - 2002 Remastered Version,Mr Paganini,Ella Fitzgerald,2002-11-04,188653,35,0.739,0.527,0.243,0.0,0.559,-9.309,0.0917,99.323,4
260,Oops - 2002 Remastered Version,Mr Paganini,Ella Fitzgerald,2002-11-04,189240,4,0.787,0.663,0.32,0.0,0.416,-8.076,0.0838,126.822,4
261,Moonlight In Vermont,Body and Soul,Billie Holiday,1957-01-01,227613,26,0.882,0.52,0.0817,2.16e-05,0.111,-18.061,0.0438,107.998,4
262,Moonlight In Vermont,Sarah Vaughan's Golden Hits,Sarah Vaughan,1958-07-07,196706,24,0.944,0.251,0.223,1.05e-06,0.123,-12.892,0.0292,73.918,4
263,They Can't Take That Away From Me,Swingin' Easy,Sarah Vaughan,1957-03-01,164000,32,0.885,0.638,0.152,0.0,0.0932,-14.543,0.0628,126.079,4
264,They Can't Take That Away From Me,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,250906,20,0.261,0.605,0.299,4.14e-06,0.0831,-12.388,0.0525,106.184,4
265,Tenderly,An Introduction To Sarah Vaughan,Sarah Vaughan,1995,151373,52,0.903,0.209,0.125,0.0,0.136,-15.836,0.0412,69.563,5
266,Tenderly,Solitude,Billie Holiday,1956-01-01,199186,45,0.967,0.473,0.123,0.000464,0.114,-13.164,0.0489,78.717,4
267,Stars Fell On Alabama,Songs For Distingué Lovers,Billie Holiday,1957-01-01,271426,27,0.629,0.477,0.294,0.0,0.25,-12.86,0.083,91.177,4
268,April In Paris,Sarah Vaughan,Sarah Vaughan,1954-12-01,374750,36,0.958,0.421,0.0873,7.28e-05,0.234,-16.897,0.0397,117.069,4
269,April In Paris,All Or Nothing At All,Billie Holiday,1958-01-01,185586,61,0.927,0.496,0.127,7.07e-05,0.132,-14.211,0.0382,74.746,4
270,Don't Be That Way,Take Love Easy,Ella Fitzgerald,1973,274933,15,0.979,0.522,0.0225,4.24e-06,0.118,-20.059,0.0328,69.469,4
271,Makin' Whoopee,Work From Home with Ella Fitzgerald,Ella Fitzgerald,2020-04-24,226226,17,0.758,0.489,0.311,0.0,0.246,-10.516,0.0571,88.625,4
272,Willow Weep For Me,Lady Sings The Blues,Billie Holiday,1956-01-01,186560,28,0.935,0.539,0.151,0.0,0.103,-12.906,0.0387,130.731,3
273,Willow Weep for Me - Mono; Single Edit; 2017 Remaster,The Colpix Singles (Mono; 2017 Remaster),Nina Simone,2018-02-23,190146,14,0.835,0.266,0.263,2.64e-06,0.261,-14.739,0.0413,71.724,4
274,Do You Know What It Means to Miss New Orleans,Jazzing 2,Sant Andreu Jazz Band,2011-05-05,314973,7,0.915,0.67,0.201,5.6e-05,0.797,-11.644,0.0403,101.397,4
275,L.O.V.E.,Jazzing 2,Sant Andreu Jazz Band,2011-05-05,186786,12,0.831,0.757,0.304,1.9e-05,0.189,-10.118,0.17,108.377,4
276,On the Sunny Side of the Street,Jazzing 2,Sant Andreu Jazz Band,2011-05-05,266200,5,0.763,0.604,0.29,0.0,0.779,-13.052,0.0699,133.206,4
277,What A Little Moonlight Can Do,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,190400,20,0.735,0.581,0.556,0.0,0.204,-9.498,0.0958,134.799,4
278,Speak Low,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,266333,20,0.876,0.623,0.236,6.3e-05,0.0776,-14.259,0.051,116.724,4
279,I've Got My Love To Keep Me Warm,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,239146,20,0.771,0.534,0.398,7.86e-06,0.301,-10.382,0.0807,154.19,4
280,Gimme A Pigfoot And A Bottle Of Beer - Single Version,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,164973,19,0.844,0.698,0.163,0.0,0.235,-13.522,0.0643,97.632,4
281,April In Paris,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,182600,20,0.882,0.425,0.0751,3.89e-06,0.206,-18.798,0.0372,71.682,4
282,Comes Love - Master Take 4,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,239960,18,0.554,0.715,0.208,6.86e-06,0.108,-14.211,0.0434,106.148,4
283,Embraceable You,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,195386,18,0.982,0.331,0.0426,0.00201,0.0681,-17.5,0.0459,71.447,4
284,"Gee, Baby, Ain't I Good To You? - Live At Carnegie Hall,1946",Work From Home with Billie Holiday,Billie Holiday,2020-04-03,140533,17,0.964,0.447,0.199,0.0,0.953,-18.57,0.0596,137.693,4
285,Stars Fell On Alabama,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,269466,17,0.506,0.545,0.275,1.42e-06,0.407,-13.223,0.0753,90.196,4
286,On The Sunny Side Of The Street,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,181653,17,0.913,0.714,0.089,5.79e-06,0.088,-14.349,0.0634,118.372,3
287,Autumn In New York,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,232506,22,0.958,0.441,0.06,0.0,0.0728,-20.203,0.0439,136.562,4
288,Blue Moon,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,208666,22,0.987,0.657,0.172,0.0332,0.138,-14.647,0.0607,125.313,4
289,Love Is Here To Stay,Work From Home with Billie Holiday,Billie Holiday,2020-04-03,221706,21,0.689,0.626,0.246,0.00014,0.251,-13.108,0.0509,125.159,3
290,On The Sunny Side Of The Street,Ella And Basie,Ella Fitzgerald,1963-09,184933,29,0.851,0.644,0.202,0.0,0.106,-14.264,0.0417,102.631,4
291,Do You Know What It Means to Miss New Orleans - Live,"Jazzing 1 (Live at Casa Fuster, Barcelona)",Joan Chamorro,2009-09-23,191106,18,0.933,0.596,0.255,7.74e-06,0.774,-9.222,0.0302,96.698,4
292,Bei Mir Bist Du Schoen (12-21-37),Best of - 50 Tracks,Ella Fitzgerald,1955,188266,23,0.93,0.63,0.233,0.0,0.406,-10.732,0.284,169.865,4
293,Frim Fram Sauce,All For You (A Dedication To The Nat King Cole Trio),Diana Krall,1996-03-12,300893,37,0.928,0.778,0.226,0.000161,0.0822,-14.612,0.0538,117.103,4
294,Completely,The Shocking Miss Emerald (Deluxe Edition),Caro Emerald,2014-05-27,149440,0,0.539,0.823,0.555,5.44e-05,0.0965,-7.602,0.0408,128.014,4
295,Stealin' Apples,BeBop Jazz Essentials,Various Artists,2007-12-18,189960,0,0.95,0.697,0.229,0.0623,0.274,-12.626,0.0604,106.414,4
296,The Talk Of The Town,BeBop Jazz Essentials,Various Artists,2007-12-18,174200,0,0.992,0.542,0.285,0.381,0.156,-10.46,0.0481,76.678,3
297,Something For You,BeBop Jazz Essentials,Various Artists,2007-12-18,150226,0,0.91,0.575,0.8,0.389,0.381,-6.793,0.106,117.284,4
298,Ah-Leu-Cha,BeBop Jazz Essentials,Various Artists,2007-12-18,177600,0,0.938,0.5,0.394,0.571,0.184,-8.312,0.0573,87.333,4
299,The Chase,BeBop Jazz Essentials,Various Artists,2007-12-18,412346,0,0.993,0.689,0.253,0.914,0.171,-11.674,0.079,113.717,4
300,What is This Thing Called Love,BeBop Jazz Essentials,Various Artists,2007-12-18,159973,0,0.97,0.613,0.344,0.234,0.25,-8.833,0.0511,70.26,4
301,I'll Keep Loving You,BeBop Jazz Essentials,Various Artists,2007-12-18,162426,0,0.996,0.51,0.19,0.921,0.138,-17.698,0.0445,73.938,3
302,Israel,BeBop Jazz Essentials,Various Artists,2007-12-18,138893,0,0.756,0.362,0.45,5.26e-05,0.0973,-7.564,0.043,173.512,4
303,Bone-O-Logy,BeBop Jazz Essentials,Various Artists,2007-12-18,182933,0,0.988,0.612,0.185,0.841,0.187,-14.366,0.0471,137.853,3
304,Professor Bop,BeBop Jazz Essentials,Various Artists,2007-12-18,148040,0,0.957,0.53,0.197,0.00397,0.125,-16.905,0.177,197.498,4
305,Euphoria,BeBop Jazz Essentials,Various Artists,2007-12-18,395080,0,0.717,0.501,0.506,0.00778,0.561,-11.346,0.0827,115.464,4
306,Nostalgia,BeBop Jazz Essentials,Various Artists,2007-12-18,165706,0,0.896,0.564,0.271,0.0146,0.123,-10.111,0.13,80.853,4
307,"All Night, All Frantic",BeBop Jazz Essentials,Various Artists,2007-12-18,158466,0,0.982,0.699,0.29,0.385,0.144,-13.826,0.046,111.911,3
308,A Night In Tunisia,BeBop Jazz Essentials,Various Artists,2007-12-18,185640,0,0.881,0.436,0.349,0.788,0.0965,-10.32,0.0708,181.307,5
309,Confirmation,BeBop Jazz Essentials,Various Artists,2007-12-18,337333,0,0.692,0.471,0.45,0.00204,0.685,-10.439,0.146,166.568,4
310,Dodo's Bounce,BeBop Jazz Essentials,Various Artists,2007-12-18,102960,0,0.971,0.532,0.334,0.91,0.0929,-11.543,0.0465,93.907,4
311,Good Bait,BeBop Jazz Essentials,Various Artists,2007-12-18,180960,0,0.688,0.537,0.461,0.243,0.0535,-8.615,0.0367,131.075,4
312,Opus Be Bop,BeBop Jazz Essentials,Various Artists,2007-12-18,154520,0,0.684,0.431,0.747,0.823,0.33,-7.163,0.144,144.543,4
313,Confirmation,BeBop Jazz Essentials,Various Artists,2007-12-18,158960,0,0.966,0.628,0.388,0.79,0.129,-10.795,0.0435,84.217,4
314,Parker's Mood,BeBop Jazz Essentials,Various Artists,2007-12-18,185573,0,0.991,0.632,0.158,0.879,0.121,-10.074,0.0477,77.387,4
315,Yardbird Suite,BeBop Jazz Essentials,Various Artists,2007-12-18,201680,0,0.702,0.616,0.423,0.212,0.101,-10.886,0.0833,84.44,4
316,Reverse The Charges,BeBop Jazz Essentials,Various Artists,2007-12-18,175573,0,0.991,0.573,0.268,0.727,0.131,-10.794,0.0635,140.385,4
317,In Walked Bud,BeBop Jazz Essentials,Various Artists,2007-12-18,176640,0,0.862,0.38,0.585,0.0262,0.197,-8.714,0.0504,183.285,3
318,Twisted,BeBop Jazz Essentials,Various Artists,2007-12-18,189533,0,0.636,0.416,0.449,0.00797,0.0956,-9.975,0.0563,166.512,4
319,Casbah,BeBop Jazz Essentials,Various Artists,2007-12-18,181400,0,0.715,0.485,0.453,0.385,0.102,-11.908,0.137,156.553,4
320,Our Delight,BeBop Jazz Essentials,Various Artists,2007-12-18,150706,0,0.874,0.461,0.528,0.949,0.19,-6.197,0.0558,183.179,4
321,Blue Brew,BeBop Jazz Essentials,Various Artists,2007-12-18,176080,0,0.991,0.588,0.189,0.929,0.111,-13.081,0.0518,85.491,4
322,Webb City,BeBop Jazz Essentials,Various Artists,2007-12-18,338586,0,0.834,0.605,0.426,0.76,0.249,-11.686,0.179,124.766,4
323,How High The Moon,BeBop Jazz Essentials,Various Artists,2007-12-18,195346,0,0.818,0.762,0.343,0.0,0.136,-8.873,0.126,112.064,4
324,Jam For Boppers,BeBop Jazz Essentials,Various Artists,2007-12-18,312706,0,0.8,0.426,0.608,0.0106,0.223,-12.557,0.0898,119.986,4
325,Four Brothers,BeBop Jazz Essentials,Various Artists,2007-12-18,197760,0,0.567,0.571,0.518,0.0,0.328,-8.615,0.0369,109.581,4
326,Ow!,BeBop Jazz Essentials,Various Artists,2007-12-18,178293,0,0.922,0.419,0.339,0.875,0.112,-11.992,0.0612,170.105,4
327,Cu-Ba,BeBop Jazz Essentials,Various Artists,2007-12-18,156186,0,0.94,0.672,0.661,0.778,0.109,-13.559,0.0471,128.558,4
328,Move,BeBop Jazz Essentials,Various Artists,2007-12-18,333880,0,0.138,0.43,0.595,0.796,0.401,-12.602,0.156,79.65,4
329,Oop-Pop-A-Da,BeBop Jazz Essentials,Various Artists,2007-12-18,172973,0,0.96,0.687,0.424,2.79e-05,0.103,-12.129,0.0372,93.635,4
330,Donna Lee,BeBop Jazz Essentials,Various Artists,2007-12-18,185426,0,0.756,0.572,0.504,7.33e-05,0.0893,-8.309,0.0675,118.112,3
331,A Night In Tunisia,BeBop Jazz Essentials,Various Artists,2007-12-18,187320,0,0.988,0.407,0.28,0.954,0.181,-14.412,0.0635,154.656,4
332,Bluebird,BeBop Jazz Essentials,Various Artists,2007-12-18,176546,0,0.952,0.689,0.202,0.765,0.221,-12.965,0.0902,122.296,4
333,The Duel,BeBop Jazz Essentials,Various Artists,2007-12-18,331733,0,0.96,0.575,0.551,0.918,0.203,-8.578,0.28,138.854,4
