,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
170,Silly Love Songs - Remastered 1993,Wings At The Speed Of Sound,Wings,1976-03-25,352933,0,0.739,0.184,0.739,0.335,0.244,0.131,-16.23,0.0346,125.11,4
171,Let 'Em In - Remastered 1993,Wings At The Speed Of Sound,Wings,1976-03-25,310093,0,0.754,0.456,0.754,0.368,0.222,0.0967,-15.8,0.0506,88.062,4
172,Let Me Roll It - Remastered 2010,Band On The Run (Standard),Wings,1973-12-05,289813,54,0.338,0.0327,0.338,0.407,0.00246,0.081,-8.506,0.0371,172.595,3
173,Jet - Remastered 2010,Band On The Run (Standard),Wings,1973-12-05,248360,58,0.504,0.0179,0.504,0.739,0.08,0.0949,-7.265,0.0316,128.918,4
174,Put a Flower in Your Pocket,"Yours, Dreamily,",The Arcs,2015-08-28,235320,58,0.492,0.00146,0.492,0.378,1.29e-05,0.111,-9.288,0.037,126.402,4
175,Lake Superior,Lake Superior,The Arcs,2016-01-06,289486,52,0.51,0.0148,0.51,0.816,0.0574,0.115,-7.127,0.0484,110.124,4
176,Stay in My Corner,"Yours, Dreamily,",The Arcs,2015-08-28,199160,49,0.437,0.0409,0.437,0.689,0.00824,0.147,-6.003,0.0343,143.451,4
177,Chains of Love,"Yours, Dreamily,",The Arcs,2015-08-28,191213,46,0.656,0.111,0.656,0.602,7.28e-05,0.112,-8.11,0.0301,105.874,4
178,The Arc,"Yours, Dreamily,",The Arcs,2015-08-28,232146,46,0.34,0.00086,0.34,0.729,0.375,0.104,-9.401,0.0396,164.117,4
179,Mr Tembo,Everyday Robots,Damon Albarn,2014-04-22,223840,44,0.744,0.182,0.744,0.555,0.0,0.666,-9.933,0.166,92.084,4
180,Shoot You Down - Remastered,The Stone Roses,The Stone Roses,1989-05-02,253453,49,0.527,0.0918,0.527,0.513,0.164,0.327,-10.967,0.0304,108.934,4
181,Waterfall - Remastered,The Stone Roses,The Stone Roses,1989-05-02,278826,62,0.491,0.0236,0.491,0.686,0.263,0.451,-8.22,0.0289,103.715,4
182,Gemini,Hoops EP,Hoops,2016-08-26,263254,32,0.536,0.142,0.536,0.733,0.936,0.108,-9.203,0.0266,110.038,4
183,Sun's Out,Routines,Hoops,2017-05-05,169016,45,0.482,0.00161,0.482,0.868,0.461,0.224,-6.105,0.0398,130.047,4
184,Rules,Routines,Hoops,2017-05-05,133073,30,0.356,5.42e-05,0.356,0.826,0.631,0.324,-4.831,0.0616,76.324,4
185,La La La,Tapes #1-3,Hoops,2017-11-10,247420,34,0.416,0.00168,0.416,0.821,0.739,0.0973,-8.297,0.0465,174.461,4
186,On Top,Routines,Hoops,2017-05-05,225029,30,0.41,0.00164,0.41,0.899,0.0736,0.146,-3.48,0.0602,115.513,4
187,Chinatown,Gemini,Wild Nothing,2010-05-25,198842,53,0.528,0.0244,0.528,0.678,0.000283,0.0738,-5.309,0.0279,126.03,4
188,Live in Dreams,Gemini,Wild Nothing,2010-05-25,205862,40,0.541,0.238,0.541,0.867,0.0229,0.336,-7.794,0.036,142.943,4
189,Summer Holiday,Gemini,Wild Nothing,2010-05-25,242746,39,0.359,0.209,0.359,0.921,0.708,0.0783,-5.12,0.0699,162.083,4
190,In the Morning I'll Be Better,Yours Conditionally,Tennis,2017-03-10,213173,51,0.343,0.632,0.343,0.607,0.00808,0.0824,-5.048,0.0357,155.579,3
191,Ladies Don't Play Guitar,Yours Conditionally,Tennis,2017-03-10,224093,41,0.676,0.388,0.676,0.557,4.5e-05,0.0623,-5.509,0.0273,99.955,4
192,Origins,Young & Old,Tennis,2013,208160,39,0.58,0.0464,0.58,0.827,0.0202,0.162,-4.692,0.0281,113.906,4
193,Needle And A Knife,Ritual In Repeat,Tennis,2014-09-09,203440,34,0.617,0.00539,0.617,0.891,0.00901,0.0609,-5.456,0.0277,100.616,4
194,No Exit,No Exit,Tennis,2017-08-22,234306,43,0.839,0.364,0.839,0.619,0.00938,0.0626,-5.697,0.0409,128.025,4
195,My Emotions Are Blinding,Yours Conditionally,Tennis,2017-03-10,221800,34,0.732,0.0216,0.732,0.856,0.0,0.106,-4.293,0.035,95.011,4
196,Dreams Tonite,Antisocialites,Alvvays,2017-09-08,196026,62,0.511,0.0108,0.511,0.622,4.51e-06,0.127,-5.727,0.0242,99.934,4
197,"Archie, Marry Me",Alvvays,Alvvays,2014-07-22,196560,61,0.27,0.00956,0.27,0.83,0.434,0.142,-4.592,0.0741,117.314,4
198,In Undertow,Antisocialites,Alvvays,2017-09-08,197186,52,0.357,0.000115,0.357,0.69,0.00167,0.101,-2.626,0.044,116.91,4
199,Not My Baby,Antisocialites,Alvvays,2017-09-08,256413,54,0.342,0.0291,0.342,0.644,0.299,0.0988,-4.363,0.0346,150.848,4
200,Adult Diversion,Alvvays,Alvvays,2014-07-22,207640,52,0.327,0.0355,0.327,0.948,0.515,0.126,-4.355,0.0711,177.328,4
201,Plimsoll Punks,Antisocialites,Alvvays,2017-09-08,289586,44,0.283,0.00788,0.283,0.856,0.0248,0.277,-4.444,0.0461,162.566,4
202,Party Police,Alvvays,Alvvays,2014-07-22,227719,48,0.451,0.534,0.451,0.76,0.843,0.326,-4.195,0.0358,121.737,4
203,Next of Kin,Alvvays,Alvvays,2014-07-22,228453,45,0.329,0.361,0.329,0.895,0.759,0.265,-4.488,0.0485,160.947,4
204,Heavy Wave,Poverty,Motorama,2015-03-10,209013,0,0.583,0.149,0.583,0.714,0.842,0.126,-7.759,0.0287,77.029,4
205,Ghost,Alps,Motorama,2013,224360,44,0.274,0.0106,0.274,0.913,0.72,0.109,-4.886,0.159,163.709,4
206,Alps,Alps,Motorama,2013,246533,41,0.417,0.056,0.417,0.882,0.0171,0.107,-5.314,0.0415,136.269,4
207,Tell Me,Dialogues,Motorama,2016-10-21,161000,25,0.553,0.000144,0.553,0.861,0.878,0.128,-5.299,0.0327,172.0,4
208,Corona,Poverty,Motorama,2015-03-10,205013,0,0.338,0.00313,0.338,0.817,0.829,0.168,-6.4,0.0344,191.825,4
209,Emilia,La Fiesta del Rey Drama,Americania,2016-02-18,188833,23,0.62,0.0434,0.62,0.589,0.000354,0.131,-8.358,0.0298,113.967,4
210,Clara,La Fiesta del Rey Drama,Americania,2016-02-18,177722,21,0.684,0.106,0.684,0.471,4.33e-06,0.113,-9.0,0.0311,129.879,4
211,"Estoy Afuera, Sal",La Fiesta del Rey Drama,Americania,2016-02-18,188532,33,0.444,0.000444,0.444,0.883,0.819,0.301,-6.752,0.0436,175.849,4
212,Sed,La Fiesta del Rey Drama,Americania,2016-02-18,289009,22,0.705,0.202,0.705,0.491,0.757,0.759,-8.245,0.0325,121.996,4
213,King and Cross,King and Cross,Ásgeir,2013-08-12,212679,0,0.705,0.277,0.705,0.473,0.0037,0.107,-11.151,0.028,100.005,3
214,Uitzicht,Uitzicht EP,Bakermat,2013-06-21,308928,0,0.807,0.0169,0.807,0.425,0.891,0.0614,-8.452,0.0656,125.987,4
215,One Day (Vandaag) - Radio Edit,One Day (Vandaag) [Radio Edit],Bakermat,2014-03-14,219333,65,0.656,0.716,0.656,0.594,0.0802,0.376,-6.043,0.0307,127.992,4
216,Coming back home,Keep on pushing,The Black Seeds,2001,353013,0,0.823,0.492,0.823,0.495,0.223,0.0957,-11.218,0.0646,95.892,4
217,One By One,Into the Dojo,The Black Seeds,2006,232920,0,0.713,0.229,0.713,0.648,9.88e-05,0.107,-6.01,0.047,125.889,4
218,It's Alright Now,"So Long, See You Tomorrow",Bombay Bicycle Club,2014-02-04,249946,0,0.53,0.118,0.53,0.794,2.36e-06,0.151,-4.792,0.0353,124.997,3
219,Irresponsables,Infame,Babasónicos,2003-10-19,156197,65,0.58,0.0629,0.58,0.929,0.000223,0.23,-4.849,0.0388,94.995,4
220,Putita,Infame,Babasónicos,2003-10-19,225706,63,0.477,0.514,0.477,0.753,0.00381,0.17,-6.112,0.0343,178.013,4
221,El Loco,Jessico,Babasónicos,2001-07-25,185826,63,0.687,0.203,0.687,0.387,0.000335,0.0913,-9.842,0.0273,112.722,4
222,Risa,Infame,Babasónicos,2003-10-19,187132,55,0.586,0.406,0.586,0.71,0.000326,0.0874,-6.124,0.0308,128.362,4
223,La Lanza,Romantisísmico,Babasónicos,2013-09-24,190240,52,0.698,0.0722,0.698,0.722,0.000109,0.608,-6.018,0.0402,91.98,4
224,Lógica Resbalosa,Lógica Resbalosa,Recordatorio,2015-08-22,195186,0,0.457,0.893,0.457,0.155,0.000565,0.116,-11.479,0.0389,88.761,4
225,AC5,Lógica Resbalosa,Recordatorio,2015-08-22,205386,0,0.575,0.863,0.575,0.497,0.00152,0.204,-10.644,0.0468,81.97,4
226,Hormiga,Lógica Resbalosa,Recordatorio,2015-08-22,236360,0,0.663,0.843,0.663,0.43,0.198,0.121,-10.177,0.0327,120.935,4
227,La Importancia de Dormir,Lógica Resbalosa,Recordatorio,2015-08-22,237493,0,0.662,0.537,0.662,0.482,0.248,0.12,-9.076,0.0287,141.851,4
228,El Norte Despejado,Lógica Resbalosa,Recordatorio,2015-08-22,135626,0,0.449,0.886,0.449,0.244,0.00303,0.1,-12.982,0.0372,168.174,4
229,Memoria,Lógica Resbalosa,Recordatorio,2015-08-22,183000,0,0.616,0.402,0.616,0.553,0.62,0.276,-7.318,0.0247,89.984,4
230,Mala Idea,Lógica Resbalosa,Recordatorio,2015-08-22,187440,0,0.538,0.512,0.538,0.404,0.0222,0.129,-13.199,0.0317,82.992,4
231,Detrás,Lógica Resbalosa,Recordatorio,2015-08-22,222453,0,0.543,0.934,0.543,0.164,0.38,0.101,-15.904,0.0311,82.159,4
232,Puerto,Lógica Resbalosa,Recordatorio,2015-08-22,276400,0,0.656,0.181,0.656,0.294,0.00392,0.132,-10.459,0.0289,156.626,4
233,Joaquín,Lógica Resbalosa,Recordatorio,2015-08-22,152133,0,0.56,0.858,0.56,0.314,0.0243,0.0885,-12.476,0.0385,119.538,1
234,The Distance,Fashion Nugget,Cake,1996-09-17,179653,63,0.463,0.00796,0.463,0.749,0.00219,0.0558,-8.118,0.0891,183.048,4
235,Short Skirt / Long Jacket,Comfort Eagle,Cake,2001-07-23,204133,66,0.778,0.0028,0.778,0.899,0.0345,0.0263,-6.552,0.0451,119.995,4
236,Never There,Prolonging the Magic,Cake,1998-02-05,164266,61,0.761,0.0426,0.761,0.735,0.0838,0.0917,-8.171,0.043,125.815,4
237,I Will Survive,Fashion Nugget,Cake,1996-09-17,310600,59,0.507,0.303,0.507,0.683,0.000132,0.142,-8.079,0.0316,95.732,4
238,Comfort Eagle,Comfort Eagle,Cake,2001-07-23,220226,53,0.736,0.09,0.736,0.782,0.0,0.211,-6.171,0.0528,120.987,4
239,Love You Madly,Comfort Eagle,Cake,2001-07-23,237826,56,0.752,0.0908,0.752,0.809,9.41e-05,0.169,-8.399,0.0598,106.999,4
240,War Pigs,b-sides and rarities,Cake,2007-11-13,234013,57,0.581,0.00698,0.581,0.566,2.93e-06,0.0968,-8.169,0.0357,83.904,4
241,Frank Sinatra,Fashion Nugget,Cake,1996-09-17,241026,48,0.679,0.184,0.679,0.513,0.0242,0.177,-9.2,0.0417,114.225,4
242,Astrómetra,Y/O Deluxe,Charliepapa,2016-07-08,207554,0,0.569,0.000238,0.569,0.918,4.37e-05,0.0745,-4.432,0.0394,134.068,4
243,Abismo,Y/O Deluxe,Charliepapa,2016-07-08,198306,0,0.665,0.00488,0.665,0.743,0.00104,0.0969,-6.411,0.0368,127.489,4
244,La Cima,Y/O Deluxe,Charliepapa,2016-07-08,265299,0,0.56,0.0182,0.56,0.712,0.00494,0.105,-7.381,0.0258,98.706,4
245,Bis,Y/O Deluxe,Charliepapa,2016-07-08,251299,0,0.457,0.0146,0.457,0.822,0.00157,0.0844,-6.913,0.0612,139.94,4
246,The Skin Of My Yellow Country Teeth,Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,2005-06-07,343773,0,0.455,0.00732,0.455,0.972,0.00026,0.111,-5.142,0.0608,141.602,4
247,Rawnald Gregory Erickson the Second,Starfucker,STRFKR,2008-09-23,173693,65,0.9,0.229,0.9,0.538,0.843,0.287,-7.879,0.0343,95.508,4
248,While I'm Alive,Miracle Mile,STRFKR,2013-02-12,230053,52,0.706,0.0538,0.706,0.69,0.465,0.281,-5.538,0.0308,100.002,4
249,Kahlil Gibran,Miracle Mile,STRFKR,2013-02-12,241413,58,0.676,0.267,0.676,0.641,0.262,0.119,-7.923,0.0296,84.97,4
250,Multi-Love,Multi-Love,Unknown Mortal Orchestra,2015-05-26,250800,65,0.784,0.571,0.784,0.506,0.0,0.139,-5.243,0.0403,120.141,4
251,So Good At Being in Trouble,II,Unknown Mortal Orchestra,2013-02-05,230146,70,0.829,0.0363,0.829,0.435,0.878,0.119,-10.136,0.0515,103.816,4
252,Necessary Evil,Multi-Love,Unknown Mortal Orchestra,2015-05-26,317800,61,0.828,0.045,0.828,0.724,0.0618,0.132,-7.217,0.113,96.2,4
253,Running Away,Running Away,Vulfpeck,2017-11-03,272251,0,0.59,0.0512,0.59,0.508,0.000102,0.115,-9.254,0.145,81.558,4
254,Hero Town,Hero Town,Vulfpeck,2017-10-20,215332,0,0.801,0.00257,0.801,0.662,0.799,0.0754,-9.954,0.062,79.191,4
255,Baby I Don't Know Oh Oh,Baby I Don't Know Oh Oh,Vulfpeck,2017-10-05,208954,0,0.638,0.193,0.638,0.477,0.000153,0.358,-6.144,0.055,112.737,4
256,"Birds of a Feather, We Rock Together","Birds of a Feather, We Rock Together",Vulfpeck,2017-09-13,285349,0,0.733,0.885,0.733,0.246,0.00026,0.606,-12.866,0.133,80.0,4
257,Centering Fugue,Centering Fugue,Vulfpeck,2017-06-30,343465,0,0.666,0.945,0.666,0.492,0.934,0.0926,-20.63,0.319,175.998,4
258,Welcome to Vulf Records,Thrill of the Arts,Vulfpeck,2015-10-09,163218,43,0.53,0.0105,0.53,0.481,0.711,0.0957,-8.474,0.0482,152.321,4
259,Back Pocket,Thrill of the Arts,Vulfpeck,2015-10-09,181259,63,0.839,0.478,0.839,0.585,0.00281,0.0435,-7.738,0.153,89.821,4
260,Funky Duck,Thrill of the Arts,Vulfpeck,2015-10-09,130770,48,0.805,0.306,0.805,0.772,0.00112,0.103,-6.402,0.115,81.711,4
261,Rango II,Thrill of the Arts,Vulfpeck,2015-10-09,251366,46,0.761,0.705,0.761,0.252,0.926,0.199,-11.605,0.0452,76.346,4
262,Game Winner,Thrill of the Arts,Vulfpeck,2015-10-09,212549,45,0.674,0.453,0.674,0.538,0.000215,0.616,-7.15,0.0304,112.912,4
263,Walkies,Thrill of the Arts,Vulfpeck,2015-10-09,63450,47,0.8,0.302,0.8,0.499,0.899,0.101,-12.82,0.0505,122.953,4
264,Christmas in L.A.,Thrill of the Arts,Vulfpeck,2015-10-09,183385,40,0.712,0.356,0.712,0.66,0.00586,0.458,-7.227,0.0723,91.177,4
265,Conscious Club (Instrumental),Thrill of the Arts,Vulfpeck,2015-10-09,183757,38,0.633,0.0691,0.633,0.598,0.861,0.215,-9.449,0.0375,126.337,4
266,Smile Meditation,Thrill of the Arts,Vulfpeck,2015-10-09,269335,49,0.818,0.738,0.818,0.269,0.731,0.102,-13.989,0.051,102.634,4
267,Guided Smile Meditation,Thrill of the Arts,Vulfpeck,2015-10-09,309395,33,0.645,0.541,0.645,0.394,1.92e-05,0.133,-23.896,0.936,120.117,4
268,Eddie Buzzsaw,Eddie Buzzsaw,Vulfpeck,2017-12-06,145240,0,0.686,0.544,0.686,0.524,0.851,0.272,-11.431,0.0595,110.082,4
269,Back Pocket,Thrill of the Arts,Vulfpeck,2015-10-09,181259,63,0.839,0.478,0.839,0.585,0.00281,0.0435,-7.738,0.153,89.821,4
270,Wait for the Moment,My First Car,Vulfpeck,2013-12-06,230676,60,0.773,0.501,0.773,0.36,0.00409,0.0823,-9.722,0.0955,79.207,4
271,1612,Fugue State,Vulfpeck,2014-08-26,199639,58,0.678,0.177,0.678,0.392,0.0045,0.0839,-11.328,0.274,171.274,4
272,Animal Spirits,The Beautiful Game,Vulfpeck,2016-10-17,190801,57,0.751,0.156,0.751,0.713,9.59e-05,0.0508,-7.333,0.0544,100.856,4
273,Dean Town,The Beautiful Game,Vulfpeck,2016-10-17,213302,57,0.796,0.499,0.796,0.608,0.887,0.0979,-10.936,0.041,108.756,4
274,Baby I Don’t Know Oh Oh (feat. Charles Jones),Mr Finish Line,Vulfpeck,2017-11-07,208954,53,0.638,0.193,0.638,0.477,0.000153,0.358,-6.144,0.055,112.737,4
275,"Birds of a Feather, We Rock Together (feat. Antwaun Stanley)",Mr Finish Line,Vulfpeck,2017-11-07,285349,48,0.733,0.885,0.733,0.246,0.00026,0.606,-12.866,0.133,80.0,4
276,Mr. Finish Line (feat. Christine Hucal & Theo Katzman),Mr Finish Line,Vulfpeck,2017-11-07,193191,43,0.75,0.0847,0.75,0.648,3.5e-05,0.187,-10.425,0.125,94.013,4
277,Southern Skies,Southern Skies,Yuck,2014-04-14,305738,37,0.607,0.0311,0.607,0.309,0.575,0.117,-14.491,0.0503,97.997,4
278,Get Away,Yuck,Yuck,2011-02-15,215573,37,0.475,0.00259,0.475,0.697,0.428,0.246,-2.268,0.038,133.014,4
279,Hold Me Closer,Stranger Things,Yuck,2016-02-26,229120,29,0.168,0.000139,0.168,0.593,0.401,0.105,-8.526,0.0312,168.14,4
280,The Wall,Yuck,Yuck,2011-02-15,236826,26,0.351,0.0175,0.351,0.815,0.903,0.358,-2.323,0.0477,137.957,4
281,Hearts in Motion,Stranger Things,Yuck,2016-02-26,202706,15,0.408,0.0352,0.408,0.802,0.108,0.346,-7.361,0.031,94.976,4
282,Joker And The Thief,Wolfmother,Wolfmother,2006-01-01,280466,67,0.264,0.0452,0.264,0.78,0.0222,0.376,-2.741,0.0517,155.376,4
283,Woman,Wolfmother,Wolfmother,2006-01-01,176306,63,0.219,5.1e-05,0.219,0.952,0.0989,0.157,-3.621,0.176,112.886,1
284,Vagabond,Wolfmother,Wolfmother,2006-01-01,230226,45,0.494,0.457,0.494,0.74,0.368,0.37,-6.646,0.0678,100.983,4
285,Victorious,Victorious,Wolfmother,2016-02-19,264986,51,0.396,8.03e-05,0.396,0.933,3.17e-06,0.177,-3.757,0.0669,160.061,4
286,White Unicorn,Wolfmother,Wolfmother,2006-01-01,304133,43,0.347,0.000657,0.347,0.773,0.000862,0.0968,-4.46,0.0361,108.724,4
287,Pretty Peggy,Victorious,Wolfmother,2016-02-19,229000,50,0.425,0.00804,0.425,0.818,0.000207,0.267,-4.694,0.0299,171.964,4
288,Freedom Is Mine,Freedom Is Mine,Wolfmother,2017-11-13,224444,22,0.373,0.00707,0.373,0.646,0.839,0.378,-10.81,0.0561,114.517,4
289,Dimension,Wolfmother,Wolfmother,2006-01-01,261426,44,0.484,0.0186,0.484,0.749,0.0099,0.436,-4.17,0.0327,142.165,4
290,Bellbottoms,Baby Driver (Music from the Motion Picture),Various Artists,2017-06-23,318280,0,0.342,0.00882,0.342,0.85,0.109,0.283,-5.35,0.18,163.94,4
291,Smokey Joe's La La,Baby Driver (Music from the Motion Picture),Various Artists,2017-06-23,175560,0,0.654,0.0496,0.654,0.974,2.34e-05,0.109,-5.041,0.0984,139.016,4
292,Debra,Baby Driver (Music from the Motion Picture),Various Artists,2017-06-23,338666,0,0.608,0.332,0.608,0.623,0.00477,0.104,-6.855,0.0699,147.574,4
293,Okay,Dynamics,Holy Ghost!,2013-09-09,273800,39,0.798,0.0111,0.798,0.663,0.0344,0.14,-5.358,0.0328,110.976,4
294,It Gets Dark,It Gets Dark,Holy Ghost!,2012-10-16,312684,29,0.701,0.00856,0.701,0.666,0.0574,0.194,-6.477,0.0487,118.005,4
295,Hold On,Holy Ghost!,Holy Ghost!,2011-04-04,356510,33,0.802,0.011,0.802,0.959,0.503,0.102,-4.81,0.0499,115.977,4
296,Dumb Disco Ideas,Dynamics,Holy Ghost!,2013-09-09,483706,28,0.752,0.00327,0.752,0.831,0.729,0.105,-4.407,0.0401,124.234,4
297,Ready For The Floor,Made In The Dark,Hot Chip,2008-01-21,234240,60,0.764,0.00903,0.764,0.759,0.0,0.0746,-5.443,0.0413,128.999,4
298,The Warning,The Warning,Hot Chip,2006-05-22,291600,49,0.728,0.0941,0.728,0.612,0.188,0.399,-10.106,0.0499,130.016,4
299,Over And Over,The Warning,Hot Chip,2006-05-22,347880,60,0.774,0.00824,0.774,0.794,0.00317,0.08,-4.446,0.0358,120.002,4
300,Boy From School,The Warning,Hot Chip,2006-05-22,319653,56,0.631,0.161,0.631,0.863,5.85e-05,0.0846,-3.963,0.0297,125.994,4
301,Huarache Lights,Why Make Sense? (Definitive Version),Hot Chip,2015-10-23,329169,51,0.715,0.113,0.715,0.64,0.0418,0.0848,-7.168,0.0317,113.507,4
302,Do You Realize??,Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,213173,63,0.464,0.006,0.464,0.797,0.000304,0.392,-5.244,0.0333,129.964,4
303,"Yoshimi Battles the Pink Robots, Pt. 1",Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,287506,60,0.555,0.337,0.555,0.902,0.0,0.152,-7.918,0.0958,156.108,4
304,She Don't Use Jelly,Transmissions From the Satellite Heart,The Flaming Lips,1993-06-18,222278,60,0.33,0.207,0.33,0.556,4.39e-05,0.315,-11.494,0.0796,173.828,4
305,Silver Trembling Hands,Embryonic,The Flaming Lips,2009-10-09,238973,39,0.394,0.129,0.394,0.77,0.00463,0.23,-6.081,0.0431,159.886,4
306,Fight Test,Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,256720,51,0.49,0.0404,0.49,0.985,1.77e-05,0.304,-2.386,0.0639,82.043,4
307,Race for the Prize - 2017 Remaster,The Soft Bulletin,The Flaming Lips,1999-05-17,258912,54,0.326,4.56e-05,0.326,0.841,0.028,0.251,-7.14,0.0858,130.723,4
308,In the Morning of the Magicians,Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,379240,45,0.297,0.231,0.297,0.728,0.124,0.666,-6.312,0.0347,134.186,4
309,The Yeah Yeah Yeah Song,At War with the Mystics,The Flaming Lips,2006-03-31,232520,39,0.636,0.00257,0.636,0.887,5.18e-05,0.293,-4.354,0.0475,107.984,4
310,Ego Tripping at the Gates of Hell,Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,271466,42,0.589,0.0332,0.589,0.848,0.0648,0.0486,-6.954,0.0516,87.553,4
311,I'll Be Around,Fade,Yo La Tengo,2013-01-14,287106,7,0.329,0.733,0.329,0.328,0.89,0.114,-12.02,0.0385,104.26,4
312,Autumn Sweater,I Can Hear The Heart Beating As One,Yo La Tengo,1997-04-22,318373,10,0.628,0.141,0.628,0.455,0.693,0.135,-12.436,0.0427,102.09,4
313,My Heart's Not In It,Stuff Like That There,Yo La Tengo,2015-08-28,168013,2,0.587,0.821,0.587,0.382,9.21e-05,0.0864,-9.804,0.0302,125.425,4
314,You Can Have It All,And Then Nothing Turned Itself Inside-Out,Yo La Tengo,2000-02-22,276640,6,0.515,0.637,0.515,0.833,0.944,0.302,-9.409,0.0362,178.471,4
315,Green Arrow,I Can Hear The Heart Beating As One,Yo La Tengo,1997-04-22,343800,6,0.174,0.797,0.174,0.151,0.824,0.0871,-19.387,0.0334,174.264,4
316,Our Way to Fall,And Then Nothing Turned Itself Inside-Out,Yo La Tengo,2000-02-22,258426,3,0.564,0.716,0.564,0.237,0.765,0.0968,-14.653,0.0319,78.282,4
317,Friday I'm in Love,Stuff Like That There,Yo La Tengo,2015-08-28,191333,4,0.53,0.794,0.53,0.487,0.00376,0.105,-9.62,0.0302,141.427,4
318,Strange,On Fire,Galaxie 500,1989-09-01,199466,48,0.312,0.0798,0.312,0.844,0.0231,0.0793,-7.085,0.0511,97.039,4
319,Ceremony,On Fire,Galaxie 500,1989-09-01,358880,44,0.239,0.00837,0.239,0.744,0.00105,0.0695,-7.973,0.0313,110.582,4
320,Isn't It A Pity,On Fire,Galaxie 500,1989-09-01,314360,39,0.276,0.357,0.276,0.615,0.878,0.154,-7.249,0.0303,83.414,4
321,Blue Thunder,On Fire,Galaxie 500,1989-09-01,229813,43,0.33,0.32,0.33,0.566,0.681,0.119,-8.587,0.0251,93.157,4
322,The Boy With The Perpetual Nervousness,Crazy Rhythms,The Feelies,1980,311000,0,0.591,0.0244,0.591,0.681,0.241,0.13,-10.791,0.158,97.547,4
323,Loveless Love,Crazy Rhythms,The Feelies,1980,305760,0,0.359,0.000167,0.359,0.617,0.29,0.13,-10.408,0.0451,95.522,4
324,Crazy Rhythms,Crazy Rhythms,The Feelies,1980,370920,0,0.471,0.0148,0.471,0.672,0.351,0.0764,-9.433,0.0424,122.599,4
325,I Won't Be Found,Shallow Grave,The Tallest Man On Earth,2008,167533,44,0.591,0.758,0.591,0.492,0.0,0.14,-7.354,0.0288,114.563,4
326,The Gardener,Shallow Grave,The Tallest Man On Earth,2008,237000,54,0.496,0.928,0.496,0.533,0.0,0.131,-4.979,0.0264,95.477,4
327,The Wild Hunt,The Wild Hunt,The Tallest Man On Earth,2010-04-13,201600,43,0.569,0.85,0.569,0.397,1.85e-06,0.11,-10.183,0.0302,101.116,4
328,Burden of Tomorrow,The Wild Hunt,The Tallest Man On Earth,2010-04-13,213786,37,0.488,0.847,0.488,0.464,4.9e-05,0.106,-7.935,0.0381,156.245,4
329,King of Spain,The Wild Hunt,The Tallest Man On Earth,2010-04-13,206186,48,0.385,0.757,0.385,0.493,2.45e-06,0.116,-8.342,0.0344,131.615,4
330,A Lion's Heart,The Wild Hunt,The Tallest Man On Earth,2010-04-13,195386,37,0.664,0.885,0.664,0.297,0.0,0.137,-8.477,0.0394,121.479,4
331,Love is All,The Wild Hunt,The Tallest Man On Earth,2010-04-13,255853,59,0.624,0.931,0.624,0.252,0.000423,0.104,-11.502,0.03,107.0,4
332,Bees,The Milk of Human Kindness,Caribou,2005-04-18,323666,0,0.713,0.8,0.713,0.59,0.899,0.111,-12.821,0.0304,130.71,4
333,Orange Juice,Orange Juice,Stanley Brinks and The Wave Pictures,2014-01-20,200149,42,0.733,0.241,0.733,0.721,8.61e-05,0.133,-5.117,0.0629,117.05,4
334,Directo Al Grano,El Día es Hoy,Viniloversus,2008-02-22,191573,31,0.544,0.0115,0.544,0.809,0.0,0.22,-3.718,0.0284,136.071,4
335,Dos Secretos,El Día es Hoy,Viniloversus,2008-02-22,171000,36,0.417,0.264,0.417,0.756,0.0,0.0817,-4.546,0.0365,185.013,4
336,Las Historias Son Mortales,El Día es Hoy,Viniloversus,2008-02-22,182600,18,0.463,0.0013,0.463,0.873,7.8e-05,0.1,-3.714,0.0414,92.513,4
337,Nada Número Dos,El Día es Hoy,Viniloversus,2008-02-22,168546,15,0.453,0.0163,0.453,0.912,0.0675,0.128,-3.23,0.088,184.993,4
338,Cocaina,El Día es Hoy,Viniloversus,2008-02-22,201653,22,0.419,0.00118,0.419,0.911,0.0025,0.387,-4.36,0.0456,184.041,4
339,La Velocidad,El Día es Hoy,Viniloversus,2008-02-22,176840,14,0.48,0.00366,0.48,0.836,0.000424,0.43,-3.587,0.0342,108.876,4
340,Yo Cambié,El Día es Hoy,Viniloversus,2008-02-22,132160,14,0.69,0.0198,0.69,0.815,5.91e-06,0.11,-3.945,0.0419,135.995,4
341,Juega Bien Tus Cartas,Si No Nos Mata,Viniloversus,2009-12-01,243482,32,0.358,0.0029,0.358,0.672,0.000274,0.136,-7.072,0.0361,124.035,4
342,Sueño Erótico,Commercial,Los Amigos Invisibles,2009-05-26,242373,0,0.684,0.135,0.684,0.82,0.0482,0.151,-6.421,0.0536,120.033,4
